Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalIncome,CreditScore_Income,DebtToIncome_CreditScore,InterestRate_LoanDuration,LoanApproved
53,90354,651,0,4,26,26150,72,2,1,0,680,0.108878515,3,994,1265,7529.5,5,8849,2.1565000000000003,4.39869340827478,616.530396,92613,58820454,70.879913265,13.930922664,1
42,53365,482,0,4,18,8249,24,2,3,2,253,0.480865785,3,3911,3749,4447.083333,7,2169,2.42249,4.531817869244085,422.0081448,61025,25721930,231.77730837,4.928969568,1
44,70714,603,0,4,20,22894,24,2,3,0,497,0.184997327,3,14434,1090,5892.833333,7,77003,1.96394,4.025047863069456,1123.161541,86238,42640542,111.553388181,3.888242472,1
42,83762,611,0,1,17,30397,24,2,1,2,351,0.093800103,3,366,1235,6980.166667,8,51467,1.99897,4.401415692706155,1537.777016,85363,51178582,57.311862933,4.649390424,1
58,74988,634,0,1,35,9793,36,2,1,0,836,0.403821083,3,3715,861,6249.0,9,109215,1.77793,4.025726729424142,345.2919312,79564,47542392,256.022566622,5.834331252,1
38,63680,565,0,3,18,11954,60,2,5,0,209,0.157901261,3,15992,1802,5306.666667,3,7059,2.34454,4.726596492191818,332.4763549,81474,35979200,89.21421246499999,13.40442864,1
35,80434,589,0,1,10,9487,48,2,3,3,167,0.136922711,3,835,836,6702.833333,6,178024,2.09987,4.401657994438005,285.5411069,82105,47375626,80.647476779,9.299804688,1
28,21943,586,0,2,5,20965,60,2,2,0,316,0.343080088,3,768,442,1828.583333,9,349805,2.32965,4.326238735899811,540.5766826,23153,12858598,201.044931568,11.22980496,1
36,37219,621,0,1,15,7635,36,2,1,1,163,0.048473358,3,4997,3532,3101.583333,6,10314,1.8213499999999998,4.063037829014148,270.3437849,45748,23112999,30.101955318,5.942979504,1
56,173102,600,0,0,32,12449,60,2,1,3,523,0.275494711,3,1773,1176,14425.16667,5,9479,2.17449,4.61477615925193,338.8645558,176051,103861200,165.2968266,12.7776954,1
41,89634,580,0,2,14,24989,48,2,1,0,748,0.221772676,3,8956,2951,7469.5,3,63061,2.29989,4.973643744781084,824.9039945,101541,51987720,128.62815208,11.873823408,1
54,129626,540,0,0,35,26826,48,2,2,1,343,0.373816064,3,2737,760,10802.16667,6,37336,2.5182599999999997,5.098235459450652,904.3798103,133123,69998040,201.86067456,12.476162304,1
34,43058,515,0,0,9,19064,48,2,3,1,151,0.30457775,3,23607,1814,3588.166667,4,27846,2.56564,4.699375628740482,601.502944,68479,22174870,156.85754125,10.600383024,1
48,66573,648,0,2,22,35736,48,2,2,2,276,0.041279642,3,7676,2376,5547.75,3,24699,2.06736,4.270706592590973,1054.212028,76625,43139304,26.749208016,8.754688704,1
23,94935,593,0,1,0,18075,72,2,4,0,167,0.121296378,3,1203,6771,7911.25,5,6973,2.3657500000000002,4.911079433281445,477.1607553,102909,56296455,71.928752154,17.365464864,1
37,102560,595,0,4,15,18562,48,2,3,1,486,0.382554851,3,1352,1779,8546.666667,4,9736,2.16062,4.444483187053361,562.4127546,105691,61023200,227.620136345,9.481646784,1
39,103887,584,0,4,18,12939,108,2,3,2,395,0.476321804,3,2836,1361,8657.25,9,9830,2.6593899999999997,4.969041446798366,299.4226532,108084,60670008,278.171933536,26.666682732,1
51,55079,607,0,1,28,13583,60,2,2,0,551,0.142544908,3,2948,2109,4589.916667,4,1044,2.15083,4.423503656605249,356.6046272,60136,33432953,86.524759156,11.74043076,1
33,124186,607,0,4,12,18798,60,2,2,3,211,0.225660164,3,854,771,10348.83333,5,35187,2.20298,4.524772613071291,502.9982288,125811,75380902,136.975719548,12.28414032,1
35,89923,466,0,4,11,16295,48,2,1,0,315,0.42569965,3,6390,1246,7493.583333,3,42005,2.78295,5.294937166766004,568.2547973,97559,41904118,198.3760369,13.457452608,1
41,103396,608,0,2,18,18051,60,2,1,0,943,0.059494894,3,2954,237,8616.333333,4,5014,2.1905099999999997,4.872062017257169,516.5385122,106587,62864768,36.172895552,14.24219298,1
30,84937,472,0,0,8,9175,48,2,1,2,353,0.16511625,3,2989,925,7078.083333,4,90275,2.68175,5.200579121597901,314.7800082,88851,40090264,77.93486999999999,12.982091136,1
33,85100,542,0,3,9,9756,60,2,3,0,321,0.236563596,3,2097,2654,7091.666667,8,9816,2.43756,4.578095652124363,263.7073997,89851,46124200,128.217469032,12.57537588,1
60,74952,565,0,4,38,21298,24,2,2,0,250,0.29643604,3,1769,1031,6246.0,2,4623,2.1379799999999998,4.603541549720171,1096.427395,77752,42347880,167.4863626,5.086222752,1
57,260149,586,0,1,38,14921,12,2,3,3,468,0.381630487,3,773,403,21679.08333,4,7264,1.86921,4.6895629220642725,1396.464294,261325,152447314,223.635465382,2.639040048,1
40,300000,505,0,4,18,25434,60,2,5,3,186,0.228657556,3,1685,4404,25000.0,8,5656,2.7793400000000004,5.418559679472027,812.9183185,306089,151500000,115.47206578,17.6164734,1
32,51738,607,0,4,8,7709,24,2,5,0,172,0.493907907,3,6858,3229,4311.5,7,2382,1.79209,4.600743450791404,396.7640065,61825,31404966,299.802099549,5.080041672,1
44,57522,627,0,1,23,15089,48,2,2,0,364,0.239958812,3,926,2398,4793.5,2,13376,1.9658900000000001,4.228909232887364,442.3226989,60846,36066294,150.454175124,8.584163184,1
49,67592,660,0,4,24,12108,12,2,1,3,377,0.610264042,3,4559,1036,5632.666667,4,40692,1.47108,3.8641460893708452,1092.45703,73187,44610720,402.77426772,1.791795,1
44,69719,609,0,1,21,22508,96,2,3,2,828,0.198546301,3,1747,1421,5809.916667,7,70192,2.53008,4.498959879794439,474.9978083,72887,42458871,120.914697309,19.4310144,1
44,71153,499,0,0,22,13040,72,2,3,0,297,0.221677165,3,1126,1645,5929.416667,7,1062,2.7854,4.931350565514482,345.8252464,73924,35505347,110.616905335,17.509117248,1
37,68886,558,0,3,14,27397,24,2,1,3,668,0.314073545,3,28866,269,5740.5,4,1272,2.2339700000000002,4.227500443524518,1366.073632,98021,38438388,175.25303811,4.2892224,1
57,39458,607,0,4,38,11450,60,2,3,1,306,0.040668226,3,2159,1533,3288.166667,2,40053,2.1295,4.3259906264345975,295.2215775,43150,23951006,24.685613182,11.22851694,1
32,100124,471,0,0,11,12676,48,2,4,3,691,0.205221491,3,6059,2244,8343.666667,3,174501,2.7217599999999997,4.9479098617497055,416.6445226,108427,47158404,96.659322261,11.75126976,1
36,99576,606,0,1,14,30546,60,2,3,2,483,0.300815972,3,4197,284,8298.0,6,73756,2.32546,4.346444029318679,790.5588378,104057,60343056,182.294479032,11.33494542,1
29,83184,557,0,1,7,21242,48,2,4,3,277,0.362299741,3,749,290,6932.0,4,1333,2.37742,4.630350472696424,662.812472,84223,46333488,201.800955737,10.29126984,1
47,73548,559,0,1,26,17494,48,2,2,3,152,0.274759616,3,2121,770,6129.0,5,54027,2.32994,4.98678235939769,578.7635856,76439,41113332,153.590625344,11.936639184,1
39,87847,627,0,4,13,22570,108,2,1,0,355,0.217261315,3,1476,268,7320.583333,8,53469,2.5407,4.978612517559486,523.7626514,89591,55080069,136.222844505,26.769509208,1
40,155226,626,0,2,18,12401,96,2,2,0,444,0.038954641,3,4980,1391,12935.5,5,16464,2.34401,4.642693894712422,271.9883035,161597,97171476,24.385605266,20.692422336,1
36,70319,552,0,0,13,12237,48,2,1,2,509,0.443410999,3,1719,768,5859.916667,3,198689,2.31237,5.112124352947608,413.5204832,72806,38816088,244.762871448,12.544231392,1
40,15787,504,0,2,15,15037,60,2,3,0,392,0.455892542,3,2370,2111,1315.583333,9,1082401,2.6803700000000004,5.292938748937116,468.3272385,20268,7956648,229.769841168,16.80912036,1
57,86699,615,0,0,39,7469,60,2,0,3,413,0.179135546,3,1872,8480,7224.916667,6,8130,2.04969,4.459257079379927,197.405087,97051,53319885,110.16836079,11.93098422,1
36,156033,548,0,3,14,13613,72,2,0,2,181,0.293785628,3,3216,112,13002.75,7,47611,2.54613,4.513207285290583,328.9883939,159361,85506084,160.99452414400002,14.6657088,1
37,97735,550,0,4,15,21509,60,2,0,2,511,0.205047905,3,3884,5119,8144.583333,4,53921,2.51509,5.208020871693968,658.3727209,106738,53754250,112.77634775,16.27408884,1
48,71199,520,0,0,25,29439,72,2,0,0,362,0.490281866,3,2882,387,5933.25,5,159829,2.8443899999999998,5.00280132525768,793.5098172,74468,37023480,254.94657032,18.020175192,1
40,43023,607,0,0,17,22300,48,2,0,1,349,0.376527412,3,5912,1587,3585.25,4,41070,2.138,4.28577666240321,659.3570977,50522,26114961,228.552139084,8.816583168,1
22,135398,570,0,1,0,20729,84,2,0,0,315,0.128217253,3,2182,1204,11283.16667,7,2471,2.60729,4.9373990622594,516.4683768,138784,77176860,73.08383421,20.47744398,1
40,226844,543,0,4,20,52715,48,2,0,0,641,0.396148016,3,3269,1506,18903.66667,9,326670,2.76215,4.785191615808086,1686.650439,231619,123176292,215.108372688,10.991068224,1
27,79626,505,0,0,3,11117,60,2,0,2,167,0.315761292,3,2431,3038,6635.5,2,4478,2.63617,5.011408474670569,327.043477,85095,40211130,159.45945246000002,15.068528939999998,1
47,49383,599,0,3,20,15302,36,2,0,1,207,0.241582993,3,2221,352,4115.25,6,213402,2.00802,4.134856176458862,546.2973034,51956,29580417,144.708212807,6.154932816,1
56,36864,475,0,4,35,10535,96,2,0,2,222,0.079547244,3,15374,568,3072.0,6,16213,3.08035,5.2267669165555874,271.0679071,52806,17510400,37.7849409,26.226328704,1
54,115434,545,0,1,31,15226,120,2,0,1,405,0.802516305,3,9168,1433,9619.5,6,117616,2.97726,5.3310734003575675,383.7349413,126035,62911530,437.371386225,34.104412319999994,1
42,134942,616,0,4,21,12734,36,2,0,2,371,0.09951302,3,3677,1597,11245.16667,2,64087,1.8973400000000002,4.676668857210225,485.4693551,140216,83124272,61.30002032,7.873643375999999,1
32,75421,629,0,1,10,24519,60,2,0,0,262,0.717115173,3,2598,1241,6285.083333,8,380684,2.15019,5.079594472002662,731.2430792,79260,47439809,451.065443817,15.481368,1
31,48015,566,0,3,9,16076,48,2,0,3,482,0.026464559,3,3251,4323,4001.25,5,365827,2.28076,4.952613936094757,528.8141092,55589,27176490,14.978940394,11.773624704,1
45,126787,613,0,4,26,12974,60,2,0,0,1018,0.625166727,3,8983,425,10565.58333,5,32989,2.11474,4.8245098403879325,367.8026414,136195,77720431,383.227203651,13.96553712,1
39,44906,604,0,2,20,19724,24,2,0,3,366,0.229298387,3,6146,3392,3742.166667,6,23235,1.92724,3.9508832303676087,962.0720441,54444,27123224,138.496225748,3.746274792,1
53,135353,520,0,3,27,8732,60,2,0,3,564,0.275125076,3,4767,2164,11279.41667,1,11691,2.5373200000000002,4.740115652597518,243.5010417,142284,70383560,143.06503952,13.48121784,1
28,65992,535,0,4,6,16744,36,2,0,0,374,0.297582395,3,601,594,5499.333333,7,32648,2.34244,4.7570355790134675,644.9256783,67187,35305720,159.206581325,8.1465795,1
29,149911,414,0,1,6,28345,60,2,0,3,590,0.438875468,3,14638,11465,12492.58333,9,211733,3.2634499999999997,5.120946396907509,852.4270737,176014,62063154,181.694443752,15.7344552,1
50,143928,618,0,4,26,17121,36,2,0,3,919,0.367568412,3,246,2296,11994.0,6,213955,1.9312099999999999,4.236808220819064,618.5404818,146470,88947504,227.157278616,6.462195803999999,1
41,56421,589,0,2,17,12789,60,2,0,3,181,0.219932475,3,853,330,4701.75,4,60400,2.23289,4.6095210922611045,347.7696779,57604,33231969,129.540227775,12.74861082,1
18,101632,589,0,3,0,18990,36,2,0,0,580,0.204931292,3,6351,2108,8469.333333,5,22577,2.0949,4.3893952089097645,698.6620114,110091,59861248,120.704530988,6.936044508,1
42,93547,620,0,4,24,10017,60,2,0,3,252,0.391645916,3,3424,642,7795.583333,5,183291,2.05017,4.47251140859361,265.4079514,97613,57999140,242.82046792,12.002014979999998,1
32,41398,516,0,1,9,14563,36,2,0,0,201,0.16246447,3,6010,1676,3449.833333,4,45989,2.41563,4.608603508656391,550.4523737,49084,21361368,83.83166652,7.646121468,1
60,164745,658,0,3,39,14546,24,2,0,0,798,0.322723821,3,425,1010,13728.75,2,6557,1.6054599999999999,4.05570593115428,715.3402574,166180,108402210,212.352274218,3.947700144,1
40,47585,594,0,3,20,16080,36,2,0,0,359,0.40665229,3,7139,3080,3965.416667,4,177899,2.0408,4.183054278873273,577.2886933,57804,28265490,241.55146026000003,6.299259515999999,1
51,105861,600,0,2,27,15107,48,2,0,0,540,0.42865096,3,1613,770,8821.75,4,24263,2.10107,4.56032030673285,466.1469653,108244,63516600,257.190576,9.982330224,1
62,98825,663,0,0,41,12862,12,0,2,3,90,0.370899596,2,1215,1239,8235.416667,7,3328,1.46362,4.004781941629282,1167.21329,101279,65520975,245.906432148,1.924593408,1
46,57727,664,0,1,25,10796,60,0,2,2,219,0.086919059,1,2448,117,4810.583333,5,57437,1.8379599999999998,4.326768054795635,278.3989727,60292,38330728,57.714255176,11.23255308,1
52,70408,598,0,4,31,13402,48,0,2,3,225,0.315439809,0,2763,37,5867.333333,7,10695,2.09402,4.924584236257919,438.7954983,73208,42103984,188.633005782,11.640734352,1
42,129666,641,0,1,23,28718,48,0,2,0,392,0.145207286,3,11425,878,10805.5,2,73860,2.0321800000000003,4.433520204081628,868.6458725,141969,83115906,93.077870326,9.434928672,1
21,184123,569,0,3,0,26500,48,0,2,1,154,0.1781648,1,3534,393,15343.58333,7,17625,2.37,4.583226996342206,820.6760079,188050,104765987,101.3757712,10.082865456,1
37,83537,583,0,1,15,10452,48,0,2,0,237,0.051795098,4,4344,1410,6961.416667,2,5235,2.13952,4.726053406384655,331.2086708,89291,48702071,30.196542134,10.721078784,1
44,69404,607,0,0,22,19597,60,0,2,0,286,0.167987901,3,3032,332,5783.666667,4,256832,2.2109699999999997,4.214571235606298,495.10772,72768,42128228,101.968655907,10.65756642,1
47,114757,637,0,1,24,36175,72,0,2,3,100,0.15887707,1,15138,1207,9563.083333,7,365451,2.32675,4.909494780524774,954.6393228,131102,73100209,101.20469359,17.35426008,1
59,147399,484,0,1,39,25656,24,0,2,0,461,0.100106169,2,8794,1382,12283.25,8,4886,2.58656,4.957741713724102,1363.888957,157575,71341116,48.451385796,5.899008696,1
55,70515,636,0,2,31,28335,108,0,2,0,345,0.299834066,4,2361,7950,5876.25,8,484054,2.55335,5.162210108083553,693.9715731,80826,44847540,190.694465976,28.780286256,1
44,60635,651,0,1,21,13377,36,0,2,3,406,0.128720991,3,2449,1193,5052.916667,6,7625,1.72877,4.260021103234114,484.6028579,64277,39473385,83.797365141,6.533200728,1
55,88358,619,0,1,30,11372,36,0,2,2,637,0.178368456,0,45236,2631,7363.166667,3,231232,1.8687200000000002,4.060056366603793,402.5287769,136225,54693602,110.410074264,5.934260772,1
34,156901,510,0,4,11,16440,24,0,2,0,174,0.572116338,2,205,4675,13075.08333,3,8914,2.3644000000000003,4.9764838691590265,875.4938039,161781,80019510,291.77933238,5.943694008,1
63,59402,660,0,4,39,14345,72,0,2,0,231,0.47763272,3,16360,497,4950.166667,3,62346,1.99345,4.548177316244388,349.3305538,76259,39205320,315.2375952,14.893860168,1
35,92322,602,0,3,10,13011,12,0,2,0,674,0.276563778,3,18010,1192,7693.5,6,112675,1.77011,4.115668317539692,1186.286718,111524,55577844,166.491394356,2.032647084,1
30,165180,512,0,4,7,22961,48,0,2,3,599,0.244918301,3,5000,2599,13765.0,4,29830,2.6196099999999998,4.577868499640417,710.4709022,172779,84572160,125.398170112,10.0593024,1
39,53692,606,0,3,17,27112,36,0,2,0,248,0.230105856,0,3906,363,4474.333333,4,412236,2.09112,4.58311187949847,1021.514838,57961,32537352,139.444148736,7.561769219999999,1
34,62122,610,0,4,10,9077,60,0,2,0,510,0.254105705,3,4904,3516,5176.833333,5,9856,2.09077,4.5665631825257815,244.8159,70542,37894420,155.00448005,12.51209958,1
50,45520,610,0,3,29,10180,36,0,2,0,316,0.386488968,1,6524,176,3793.333333,3,491029,1.9018,4.532500170987311,381.1505946,52220,27767200,235.75827048,7.395680808,1
43,146707,452,0,1,21,44751,36,0,2,1,342,0.162156986,3,946,1064,12225.58333,5,57323,3.03751,5.566670198601674,1924.043715,148717,66311564,73.294957672,11.155614156,1
60,53023,553,0,4,37,11265,24,0,2,0,197,0.208287459,0,2238,593,4418.583333,5,11376,2.0976500000000002,4.324058302104632,566.1987234,55854,29321719,115.182964827,4.487395248,1
50,95524,505,0,3,27,13068,48,0,2,0,538,0.335095733,1,6133,1679,7960.333333,5,13500,2.55568,5.266203195851827,453.4527872,103336,48239620,169.223345165,13.311790127999998,1
41,126491,578,0,3,17,38771,96,0,2,0,467,0.075646126,2,2782,580,10540.91667,6,537710,2.84771,5.483743575332457,1071.105384,129853,73111798,43.72346082799999,28.868585856,1
32,90344,625,0,1,9,15564,48,0,2,2,227,0.078632409,2,21133,7659,7528.666667,2,23203,1.98064,4.2127284507786635,455.1381066,119136,56465000,49.145255625,8.51859888,1
59,90554,685,0,2,40,13334,36,0,2,0,458,0.445847099,3,1605,3200,7546.166667,5,9288,1.55834,4.134096442996945,475.9959374,95359,62029490,305.405262815,6.152671224,1
32,70005,634,0,2,10,22024,48,0,5,3,607,0.108662344,0,2878,191,5833.75,4,202735,2.0002400000000002,4.389596963275785,661.6454364,73074,44383170,68.89192609599999,9.24890952,1
56,204649,631,0,4,32,15984,60,0,1,1,684,0.520291829,0,6666,1028,17054.08333,5,17190,2.05484,4.480412280136728,424.1374818,212343,129133519,328.30414409900004,12.04445652,1
38,219046,649,0,1,19,39756,24,0,1,0,519,0.365188799,2,8183,1721,18253.83333,11,10622,1.90256,4.600326021055464,2046.072272,228950,142160854,237.007530551,5.07911988,1
52,127215,560,0,3,32,10465,60,0,3,0,761,0.209267022,3,1144,1083,10601.25,5,179652,2.35465,4.8330966263876824,297.1747143,129442,71240400,117.18953232,14.0152938,1
44,77732,537,0,4,21,6976,72,0,4,3,473,0.21289476,4,3471,2808,6477.666667,5,7346,2.53476,4.52149601348934,168.8948522,84011,41742084,114.32448612,14.719626864,1
37,87036,572,0,4,16,20891,36,0,4,0,319,0.190479074,3,2659,729,7253.0,3,60738,2.19891,4.241885783469423,755.1925723,90424,49784592,108.954030328,6.4776942,1
33,139115,548,0,3,10,10610,36,0,3,3,319,0.369803627,1,1950,1302,11592.91667,7,138097,2.2161,4.782443549065686,410.0013552,142367,76235020,202.652387596,8.233835868,1
20,183937,527,0,1,0,12758,24,0,1,0,352,0.367366712,1,796,954,15328.08333,3,42471,2.2425800000000002,4.676853044516152,661.0613484,185687,96934799,193.602257224,5.249509056,1
24,91443,472,0,0,6,32288,36,0,1,3,667,0.081079408,1,1508,764,7620.25,4,388767,2.81288,4.85055329833618,1258.760119,93715,43161096,38.269480576,8.470032227999999,1
34,69500,610,0,1,13,25151,72,0,1,2,308,0.217579373,4,4126,1095,5791.666667,8,313352,2.35151,4.8442983289636485,654.0354569,74721,42395000,132.72341753,16.896402936,1
25,77050,580,0,0,2,19071,24,0,5,0,752,0.385027622,1,732,4482,6420.833333,4,3411,2.04071,4.479098558862039,971.2145929,82264,44689000,223.31602076,4.814957736,1
74,97999,693,0,4,49,17623,36,0,3,3,380,0.222032913,0,16333,7660,8166.583333,8,25529,1.5612300000000001,4.218454468167222,635.3059776,121992,67913307,153.868808709,6.406328916,1
37,82373,581,0,1,11,17293,48,0,5,0,223,0.174506607,2,3501,1872,6864.416667,2,116366,2.21793,4.609742096907375,537.8152217,87746,47858713,101.388338667,10.199866656,1
47,140524,541,0,1,23,8436,60,0,3,0,641,0.108354812,4,1596,2413,11710.33333,6,55166,2.42936,4.819603095691594,238.9239758,144533,76023484,58.619953292,13.9371444,1
42,85944,600,0,1,18,18604,24,0,3,3,507,0.423591571,3,5832,1540,7162.0,2,78394,1.93604,4.154274076177449,922.1317852,93316,51566400,254.1549426,4.141918344,1
45,65419,602,0,0,23,10929,24,0,5,3,880,0.197957298,2,3741,2405,5451.583333,7,45101,1.84929,4.332683083263764,549.706642,71565,39382238,119.170293396,4.505314248,1
34,76664,560,0,1,14,12143,60,0,3,0,730,0.050108024,3,1756,216,6388.666667,3,105965,2.37143,4.355621654827242,314.8053182,78636,42931840,28.06049344,11.382864,1
32,65755,523,0,4,8,15105,12,0,1,0,293,0.120717039,3,1017,3447,5479.583333,5,8349,2.18605,4.509798088606628,1401.690863,70219,34389865,63.135011397,2.440593456,1
40,125393,624,0,0,15,16812,48,0,4,2,461,0.564889683,3,851,1620,10449.41667,1,83919,1.99812,4.593808049973355,521.5277544,127864,78245232,352.491162192,10.129474752,1
41,45604,658,0,4,21,28764,48,0,3,0,287,0.227440341,3,13465,459,3800.333333,4,34076,1.9476399999999998,4.21434133643681,841.3495485,59528,30007432,149.65574437799998,8.525122992,1
41,56058,538,0,1,22,13045,72,0,3,3,247,0.07670064,4,1436,1336,4671.5,9,245744,2.59045,5.0836441161828,358.1769718,58830,30159204,41.26494432,18.607275,1
47,95860,623,0,0,25,14434,24,0,1,0,412,0.763839518,2,11203,12369,7988.333333,6,108644,1.7793400000000001,4.4759751451499366,734.872274,119432,59720780,475.872019714,4.80824484,1
27,129863,495,0,3,6,33275,72,0,4,1,422,0.264849456,1,5007,1227,10821.91667,4,34026,3.00775,5.164349852595194,930.7425672,136097,64282185,131.10048071999998,19.202766768,1
35,92193,570,0,2,13,18800,60,0,3,3,349,0.102256639,2,5569,267,7682.75,8,9241,2.388,4.661509004603552,516.3500614,98029,52550010,58.28628423,13.03779972,1
44,119929,646,0,2,23,46724,48,0,3,0,1082,0.418529076,3,10630,283,9994.083333,4,91980,2.18724,4.753636891896561,1487.276898,130842,77474134,270.369783096,10.846590576,1
29,65342,525,0,4,9,15121,84,0,1,0,347,0.257330053,3,2203,563,5445.166667,4,7696,2.77621,4.824728842121596,366.2490937,68108,34304550,135.098277825,19.553527056,1
28,84252,592,0,3,6,15063,48,0,1,0,417,0.39447233,4,3848,1006,7021.0,6,13921,2.14063,4.720017309290295,476.8569646,89106,49877184,233.52761936,10.693710432,1
51,121737,591,0,4,29,31691,24,0,3,0,291,0.106677887,3,3716,947,10144.75,1,3291,2.11191,4.5039873223622635,1617.368555,126400,71946567,63.046631217,4.868616432,1
31,85808,599,0,0,5,22005,60,0,3,2,147,0.252553856,3,5806,2680,7150.666667,8,230165,2.2750500000000002,5.006645863250166,646.7340881,94294,51398992,151.27975974400002,15.03990168,1
45,64498,637,0,2,23,14511,96,0,3,1,345,0.016950991,3,63604,1988,5374.833333,6,53755,2.31011,4.639253927087846,317.971592,130090,41085226,10.797781267,20.66176992,1
42,96942,582,0,1,19,18746,84,0,3,0,516,0.209046908,4,41040,3535,8078.5,6,9408,2.5274600000000005,4.70415609860047,440.6381835,141517,56420244,121.665300456,18.588431064,1
18,95653,611,0,0,0,28675,60,0,1,2,468,0.27307243,1,2442,10531,7971.083333,9,111392,2.2817499999999997,4.643459550809073,784.8432471,108626,58443983,166.84725472999995,12.93702996,1
34,117067,535,0,0,13,26164,108,0,4,2,378,0.389942468,1,5011,3820,9755.583333,4,55534,3.03664,5.299947273322632,667.2762614,125898,62630845,208.61922038,30.336596388,1
46,173430,554,0,3,27,30175,60,0,1,3,258,0.101681889,4,2208,404,14452.5,7,10647,2.58175,5.127369735059098,908.6400462,176042,96080220,56.331766506,15.77395224,1
35,121172,580,0,0,13,25977,48,0,3,2,586,0.501379876,3,26531,824,10097.66667,2,9991,2.30977,4.67641584977213,816.5851386,148527,70279760,290.80032808,10.497055296,1
56,234151,596,0,1,35,21077,36,0,1,3,412,0.326038995,3,3440,8003,19512.58333,4,157180,2.0807700000000002,4.639200017244352,799.7394558,245594,139553996,194.31924102,7.747983648,1
38,105503,648,0,4,14,8046,36,0,1,3,949,0.151124374,1,4601,467,8791.916667,9,70949,1.69046,4.24976215805073,291.1263399,110571,68365944,97.928594352,6.501772224,1
50,132947,641,0,1,27,10170,48,0,1,2,457,0.29396269,3,2814,1406,11078.91667,4,8800,1.8467,4.073366126436463,291.3150812,137167,85219027,188.43008429,7.964309568000001,1
42,71906,602,0,1,18,25279,48,0,1,2,474,0.122679231,2,1677,759,5992.166667,5,154506,2.19279,4.73825184007773,802.6448811,74342,43287412,73.852897062,10.77649464,1
23,91779,596,0,0,1,20294,96,0,4,2,457,0.01758484,3,8804,2242,7648.25,4,419164,2.57294,5.264020051253604,527.5712449,102825,54700284,10.48056464,26.601510816,1
30,84079,521,0,1,7,10206,72,0,4,3,535,0.237668546,4,14093,1140,7006.583333,3,2670,2.6470599999999997,5.379606416830138,300.0998874,99312,43805159,123.825312466,20.836918944,1
41,173176,605,0,1,20,15010,108,0,1,3,641,0.317846445,4,10481,1644,14431.33333,8,256801,2.5751,4.9111826376138765,341.5076589,185301,104771480,192.297099225,26.049292092,1
31,77443,525,0,1,9,8237,36,0,1,0,318,0.242764842,2,4705,1525,6453.583333,7,8282,2.30737,4.970265606584823,326.2115588,83673,40657575,127.45154205,8.893274472,1
44,58991,587,0,1,23,14635,48,0,0,0,248,0.252038461,2,5121,838,4915.916667,6,2967,2.16135,4.69242017513351,461.2408898,64950,34627717,147.946576607,10.569027408,1
43,117783,507,0,1,19,12573,60,0,0,0,322,0.272204045,3,534,2338,9815.25,2,32623,2.64073,5.072205398049254,374.414137,120655,59715981,138.007450815,15.43636056,1
43,147908,631,0,1,21,22850,48,0,0,2,251,0.155482418,0,1776,9120,12325.66667,3,1750,2.0235,4.487244187694714,696.9827702,158804,93329948,98.109405758,9.664972992,1
41,94277,637,0,0,21,33618,72,0,0,0,418,0.578712678,2,758,2841,7856.416667,5,8324,2.30118,4.462112448157262,803.5019653,97876,60054449,368.639975886,14.3355222,1
48,192918,631,0,4,27,16125,60,0,0,2,454,0.533272718,0,502,1537,16076.5,5,56598,2.05625,4.51881606175777,430.9882057,194957,121731258,336.495085058,12.25181916,1
48,63168,597,0,1,28,9583,120,0,0,0,279,0.458556327,0,496,1576,5264.0,4,152675,2.6608300000000003,4.914639284830576,212.3147439,65240,37711296,273.758127219,28.98441516,1
58,85176,627,0,3,34,21700,12,0,0,0,402,0.055625331,4,12751,236,7098.0,2,3676,1.732,3.929549986957794,1963.127609,98163,53405352,34.877082537,1.852963572,1
45,172033,646,0,1,22,16747,48,0,0,3,182,0.114235598,3,6554,567,14336.08333,4,2317,1.88747,4.30594678322898,496.6916286,179154,111133318,73.79619630799999,8.899765296,1
48,44220,672,0,2,24,19651,60,0,0,0,673,0.389009043,1,20310,531,3685.0,4,126691,1.8865100000000001,3.983954141302331,476.5375543,65061,29715840,261.414076896,9.52313436,1
48,88438,647,0,1,27,23488,72,0,0,2,156,0.340896773,1,780,622,7369.833333,2,114728,2.14988,4.979213482067223,629.7140353,89840,57219386,220.560212131,17.850648168,1
54,92706,628,0,0,34,10504,48,0,0,0,202,0.18534978,0,2031,585,7725.5,6,10115,1.91504,4.190608845979304,306.1517487,95322,58219368,116.39966184,8.429377200000001,1
62,259278,576,0,1,37,21480,36,0,0,0,475,0.112001956,0,14355,267,21606.5,7,125248,2.1848,4.892401036301092,841.9953925,273900,149344128,64.513126656,8.616811644,1
28,54856,430,0,3,7,17940,12,0,0,0,242,0.688230556,0,7129,1722,4571.333333,5,322412,2.6794000000000002,5.054494623599871,1709.866615,63707,23588080,295.93913908,3.065749908,1
48,150582,588,0,1,24,7169,96,0,0,2,542,0.480895297,3,7419,198,12548.5,2,6770,2.48169,5.413454156081864,194.235408,158199,88542216,282.766434636,28.133266464,1
